corpus,titolo,sequenza,tipo,n_eventi,gamma,gamma_A1,gamma_A2,cv_tau
grok_oggi,Olympic Games,for,appaiata,96,1.1292112200966238,0.9511355957214334,1.0927094092893237,1.2026441072554106
grok_oggi,Olympic Games,by,appaiata,76,1.1952469928406042,0.9844348041904579,1.0405069195831194,1.0236140270534175
grok_oggi,Olympic Games,at,appaiata,39,0.8882318163018266,0.9589883346946643,0.8620265399926043,0.9140584037809384
grok_oggi,Olympic Games,or,appaiata,36,1.2421059591594923,0.9964655770227097,1.0966741723566933,1.553964945801452
grok_oggi,Olympic Games,host,appaiata,38,1.2244102339209155,0.9743210048579637,1.1425277763350143,1.4560806429258373
grok_oggi,Olympic Games,such,appaiata,29,1.026027745170991,0.9397001636575596,1.0011063054450375,1.0783181648426758
grok_oggi,World War II,vocali,vocali,18367,1.2121833228290018,0.9837043392278858,0.9617646425673155,0.6048948615602355
grok_oggi,World War II,spazio,spazio,8350,1.1656299110047463,0.9288438496634986,0.9884904243814803,0.4536428276231144
grok_oggi,World War II,e,lettera,5272,1.0991453797695876,1.0109251637830854,0.9237887811547191,0.872579507704776
grok_oggi,World War II,i,lettera,4322,1.3181851000906566,1.039602557190875,1.037045082821138,0.9091330036192453
grok_oggi,World War II,a,lettera,4279,1.1386268848220849,0.9987205414044462,0.9503832722551522,0.8937405913981046
grok_oggi,World War II,n,lettera,3816,1.1423984601242867,0.9289196376213181,1.0056402501015773,0.8720371414888238
grok_oggi,World War II,t,lettera,3633,1.1851600076938034,0.9690786180472233,0.9628303738799412,0.8849210553281729
grok_oggi,World War II,r,lettera,3431,1.097466791162829,1.0740870855756974,0.975458615132362,0.8816907744572223
grok_oggi,World War II,s,lettera,3231,1.0879319374351848,0.9915224676451885,0.9978728403944507,0.8922431652839705
grok_oggi,World War II,o,lettera,3163,1.1393297996456917,0.9181772403492214,1.003504812293718,0.9152307663487095
grok_oggi,World War II,l,lettera,2144,1.0248111401715545,1.03360269244347,0.9169279160931826,0.9900282908580759
grok_oggi,World War II,d,lettera,2101,1.0458470118759526,0.9259294520018496,1.010491878864681,0.8751538622835404
grok_oggi,World War II,c,lettera,1568,1.0662054027838337,0.9390360674322805,0.9717793114857877,0.9689697686929194
grok_oggi,World War II,h,lettera,1331,1.1177683560930427,0.96095289689693,0.9324319731781331,0.9855630830369823
grok_oggi,World War II,u,lettera,1331,1.0046599503122553,0.9936588846067367,1.0356005713030083,0.980053199389525
grok_oggi,World War II,m,lettera,1256,1.130755151313722,0.998880226557017,0.9510881496586414,0.9812797870039883
grok_oggi,World War II,p,lettera,1245,1.1081809843706498,1.0384506520577992,0.9985733498713206,0.9837929949602332
grok_oggi,World War II,g,lettera,1148,0.9624744736862493,0.8980120425398385,1.0163095464289793,0.9038995773629351
grok_oggi,World War II,f,lettera,1027,1.185040512729712,0.947453327077064,0.92794628558703,0.9898793566354357
grok_oggi,World War II,b,lettera,699,0.9914069089800666,1.024939890262864,1.0176396791066462,1.02481772546839
grok_oggi,World War II,y,lettera,653,1.1041105818105719,1.0306689414484034,0.9379271563502095,1.0374335940633514
grok_oggi,World War II,the,funzione,362,1.242974487388777,0.9959124599241219,1.002428270674448,0.9882603206587817
grok_oggi,World War II,and,funzione,353,0.8691342930744302,1.113262622521647,0.8870564871950105,0.7242988893373882
grok_oggi,World War II,in,funzione,162,1.2440599341007235,1.0080853228848585,1.1066712804853682,1.140170749212324
grok_oggi,World War II,to,funzione,151,0.9953873482970022,0.9736825400118271,1.0486222544345696,0.9803007440525425
grok_oggi,World War II,of,funzione,149,1.097857259281384,1.0350735654039516,1.029939577346846,1.0965655334014148
grok_oggi,World War II,on,funzione,107,1.0985236086262984,1.0215897050857048,0.9912085859237244,1.0133252742737258
grok_oggi,World War II,soviet,keyword,51,1.3536590078907418,0.9928253528339749,1.2915858532028308,1.5826999091701028
grok_oggi,World War II,allied,keyword,49,1.2100512576173594,0.9179152963297983,1.1316232254974687,1.9057821269116153
grok_oggi,World War II,german,keyword,50,1.2108526152289643,0.9572350726361413,1.1666217785508237,1.4476125234373218
grok_oggi,World War II,forces,keyword,38,1.1898458850505353,1.0347571085556764,1.2172447006424099,1.0230834934019555
grok_oggi,World War II,million,keyword,35,0.9778744310452295,0.9816525379598741,0.9844442038834007,1.09664936704573
grok_oggi,World War II,germany,keyword,44,1.1367581060306184,0.973682820818918,1.1494403190716722,1.498776080374843
grok_oggi,World War II,june,keyword,30,1.1277389553208381,0.9657351005118565,1.0469018487868493,1.1313319839489104
grok_oggi,World War II,as,appaiata,48,1.1029113555016912,0.958567311044991,1.0829988768493954,1.1400471267255807
grok_oggi,World War II,war,appaiata,58,1.138021853698767,1.0488174803398083,1.1287759516668479,1.2080383051845407
grok_oggi,World War II,over,appaiata,41,1.1467474365599286,1.027416716742225,1.1009216608428096,1.1136945408830285
grok_oggi,World War II,but,appaiata,28,0.9409974718064766,1.0128375630841353,0.946649980599365,0.8256455047928709
grok_oggi,World War II,that,appaiata,28,0.9784612808917263,1.0586811615509166,0.9947915390657963,0.996905709116425
grok_oggi,World War II,at,appaiata,26,0.9864226407155328,0.9656582069310277,1.0470046208878,1.3342792041345568
grok_oggi,World War II,troops,appaiata,26,1.0692906654535779,0.9584828296575464,1.0839783203862385,0.8296991978374797
grok_oggi,World War I,vocali,vocali,18513,1.2237975429077435,0.9467162481196792,0.9805888002489781,0.570831829972196
grok_oggi,World War I,spazio,spazio,8545,1.296528865283146,1.0066753396165862,1.003548701938765,0.4680705394629899
grok_oggi,World War I,e,lettera,5303,1.2097501535647386,1.015379016913321,1.023863954589416,0.8880020291664029
grok_oggi,World War I,a,lettera,4398,1.3320973397629254,0.9781444354534191,1.011433490649215,0.8567031986475012
grok_oggi,World War I,i,lettera,4239,1.3157376354220491,0.9940604933766434,1.0070456544687119,0.9235797048990448
grok_oggi,World War I,n,lettera,3981,1.1353716230779751,0.9401106580094444,1.0252142276244811,0.8107646598516567
grok_oggi,World War I,t,lettera,3905,1.0243625164477959,0.8672183948944984,1.0055721191891245,0.8768023948576857
grok_oggi,World War I,r,lettera,3604,1.0265699610915084,1.0146199977782726,1.0207993260072634,0.8219966882562579
grok_oggi,World War I,s,lettera,3188,1.1203228404468268,0.9671369990682424,0.9509851478854611,0.9663479837439368
grok_oggi,World War I,o,lettera,3071,1.0323809871660217,0.996019839873059,0.9815989725231743,0.9109043383088103
grok_oggi,World War I,l,lettera,2142,1.0444767187823714,0.9902579911524189,0.9975838700139944,0.9771421944201563
grok_oggi,World War I,d,lettera,1992,1.028513576983462,0.977028225869066,0.9254031052749706,0.9023167546382113
grok_oggi,World War I,u,lettera,1502,1.1723294288309316,0.9939813559587302,0.9278171204903719,0.9560116678845483
grok_oggi,World War I,c,lettera,1497,0.9458532127697555,0.9852123899561045,0.9672177900678239,0.9313959618805564
grok_oggi,World War I,h,lettera,1433,1.2141474976319513,0.9413738835879215,1.0351436279687332,0.9375998421102409
grok_oggi,World War I,m,lettera,1290,1.0681934088682077,1.0471736920458363,0.8811253736834219,1.0180819304811757
grok_oggi,World War I,g,lettera,1261,1.0493104221502587,0.9835733281675755,1.00369276285693,0.9214017442215044
grok_oggi,World War I,p,lettera,1048,0.9438399264716518,1.0174335352352555,0.9985920604043441,1.0026274074685106
grok_oggi,World War I,f,lettera,992,1.151005898621722,0.9614376181866052,1.001262155169622,1.012944611710469
grok_oggi,World War I,b,lettera,769,1.092560557587002,0.95030419500024,1.0141514601092967,0.9981950624483839
grok_oggi,World War I,y,lettera,624,1.0732847012778743,0.9186941965438918,0.9640872022732383,0.9835690571038505
grok_oggi,World War I,the,funzione,419,1.2898152045277156,0.9454007292786395,1.0679989205014258,1.1529949169625966
grok_oggi,World War I,and,funzione,300,1.2483218240964675,1.0162073649053296,1.0178866534979738,1.000074112148622
grok_oggi,World War I,to,funzione,199,1.0166623502676104,1.0118985129008529,0.9325827608472116,0.917456004228461
grok_oggi,World War I,of,funzione,169,1.2447400657090613,0.9883756902249544,1.0538491091296562,1.1855690930458602
grok_oggi,World War I,in,funzione,148,1.020410680548516,1.0187347255868875,1.0007620236118393,0.9625964540818592
grok_oggi,World War I,on,funzione,124,1.2448141057858022,0.9965492089238048,1.0555354373221373,1.3112322244266454
grok_oggi,World War I,german,keyword,76,1.2987514137017337,0.9243431118304728,1.2034580763748735,1.5557976121170558
grok_oggi,World War I,million,keyword,38,1.0938039360631457,0.999427986835828,1.0493922768836532,1.7134295833861284
grok_oggi,World War I,august,keyword,36,1.2966325925200004,1.0304289289165118,1.2496042527803033,1.500672910029064
grok_oggi,World War I,austria-hungary,keyword,40,1.1895784747187212,1.0097322652094824,1.1581830635896777,1.2859669165040561
grok_oggi,World War I,russian,keyword,35,1.4860237784159354,0.9912899035719821,1.3226319223523475,1.5990419956727764
grok_oggi,World War I,germany,keyword,44,1.2569412696630962,0.9548472705671265,1.1923164416839533,1.518963932877631
grok_oggi,World War I,forces,keyword,32,1.0339334228220338,0.905557864300536,1.0223138912331053,1.273939330848145
grok_oggi,World War I,with,appaiata,72,0.8487844125425916,1.0090292695342267,0.9558743635575794,0.850913531807892
grok_oggi,World War I,against,appaiata,38,0.9705555931522784,1.012881561374587,0.9613077183566237,0.7974203703512209
grok_oggi,World War I,under,appaiata,39,0.9851410422990787,0.9697227659652908,0.9498337739031749,0.8784542276015306
grok_oggi,World War I,but,appaiata,33,0.9317335214030382,0.8373913012183237,0.9308220756338327,0.8013735085917981
grok_oggi,World War I,which,appaiata,30,1.062986635729062,1.01904760575413,1.1279228664765242,1.131786694856274
grok_oggi,World War I,including,appaiata,29,0.9102026374853522,1.032385684946838,0.9074919302208503,0.9406449534543073
grok_oggi,World War I,at,appaiata,27,1.1274134617879192,0.9276607491319204,1.1142513428344245,0.8969448011958454
grok_oggi,Hinduism,vocali,vocali,18768,1.088189647212164,0.9670053273864077,0.9468673673927861,0.5329100760371404
grok_oggi,Hinduism,spazio,spazio,8116,1.114283126823726,0.8807047178391288,0.9886761024846821,0.4666299540856176
grok_oggi,Hinduism,a,lettera,4853,1.2898031477233403,0.9252639227240497,0.86822717164902,0.9324616207907173
grok_oggi,Hinduism,i,lettera,4808,1.1272568987649694,0.9485642735666097,0.9853912390616429,0.8693919951683652
grok_oggi,Hinduism,e,lettera,4751,1.088340355702312,0.9816830546321289,0.9788163851054344,0.9314153661301039
grok_oggi,Hinduism,t,lettera,3930,1.0406331787991354,1.062911807762289,0.9623208959340398,0.8846787521048615
grok_oggi,Hinduism,n,lettera,3661,1.1621151282752111,1.008190174651423,0.9776046266857525,0.8398934909787595
grok_oggi,Hinduism,s,lettera,3517,1.037950649438697,0.9666808501495515,0.9657799779321893,0.9132238393819136
grok_oggi,Hinduism,r,lettera,3241,1.0549897995028241,0.9240265624171268,0.9317176655523696,0.8546684791049841
grok_oggi,Hinduism,o,lettera,2951,1.2122665901940202,1.0224642233962091,0.9775074647313674,0.9704468249315736
grok_oggi,Hinduism,d,lettera,2136,1.071394469604441,0.9754654213246988,0.9902921234154647,0.8782279858427177
grok_oggi,Hinduism,h,lettera,1978,1.054931357537073,0.9721027412546617,0.9909763613977862,1.014989263757704
grok_oggi,Hinduism,c,lettera,1936,1.072866212159265,1.021625612601949,0.999487145885186,0.9914462858795531
grok_oggi,Hinduism,l,lettera,1897,0.9995929024376619,1.049951124779512,1.0257257282027858,0.9833342098139093
grok_oggi,Hinduism,u,lettera,1405,1.0267082487614556,0.9499635704824962,1.0186763772199694,0.922753049378339
grok_oggi,Hinduism,m,lettera,1400,1.0618479953064814,0.9833993374529187,0.9938464202157645,0.993460461936449
grok_oggi,Hinduism,p,lettera,1146,1.0764725207593395,0.9194587065047065,0.9654666901730664,0.9922502920783522
grok_oggi,Hinduism,g,lettera,1014,0.9137122802665392,0.972911622926758,0.9342809673745595,0.9294759742909241
grok_oggi,Hinduism,y,lettera,821,1.1569729795075752,0.9458594770310205,0.9168473994555897,0.9414059021569424
grok_oggi,Hinduism,v,lettera,783,1.019905405572711,1.0363024929293971,0.9820017612832587,1.0064930473963856
grok_oggi,Hinduism,f,lettera,742,1.1024065869293815,1.0292865747510291,0.902703136982058,0.9399270477130219
grok_oggi,Hinduism,and,funzione,329,1.1014956617589744,0.9634026730490716,0.9218428609632378,0.8230858436602122
grok_oggi,Hinduism,the,funzione,317,1.1922537312382864,0.9692622174378549,1.0192994755170288,1.0920264655228633
grok_oggi,Hinduism,to,funzione,169,0.9668953617278477,1.0074356605122647,0.9190549189940187,0.8912717429487953
grok_oggi,Hinduism,in,funzione,152,1.1785750694555335,1.0020163801983284,1.0637114772183012,1.0518448562863039
grok_oggi,Hinduism,as,funzione,138,1.1811666949216755,1.0301157302860788,1.0222657946503064,0.9607006533208939
grok_oggi,Hinduism,of,funzione,134,1.0756911703056322,0.9799169008975968,1.0248173506463312,1.102237599130435
grok_oggi,Hinduism,like,keyword,75,0.8793303979466417,1.0285541435676044,0.8627387211204521,0.7974448852491864
grok_oggi,Hinduism,vedic,keyword,81,1.218983289068061,0.936657352831468,1.1196119545058945,1.2930952011304662
grok_oggi,Hinduism,bce,keyword,67,1.134073161264969,0.9723272860324931,1.1572065244668561,1.615843833764549
grok_oggi,Hinduism,hindu,keyword,53,1.2528465069570984,0.9754807189459586,1.120895439744486,1.2671261332854997
grok_oggi,Hinduism,texts,keyword,38,1.0704763334612966,1.0034134754281119,1.005964831133172,1.1435065341206485
grok_oggi,Hinduism,ce,keyword,35,1.2126750097198036,0.9561386820598976,1.188435232586303,1.6420469540861635
grok_oggi,Hinduism,dharma,keyword,31,1.2232033701309326,1.0631346806988937,1.1621385500492452,1.3827035552794071
grok_oggi,Hinduism,for,appaiata,71,1.1041158760622949,0.9251215807917257,1.026682596825446,1.0448833495267977
grok_oggi,Hinduism,from,appaiata,71,0.9209597510208953,0.9069864084022329,0.9184476789967638,0.8171263585175427
grok_oggi,Hinduism,by,appaiata,72,1.038000856137994,1.0038777143710624,1.02571295966917,1.0063897251130332
grok_oggi,Hinduism,or,appaiata,52,1.160851878883514,1.0319443853898373,1.147615459029857,2.3039032789495293
grok_oggi,Hinduism,th,appaiata,38,1.1521254766668796,0.9438511894572462,1.1385085586665864,1.4866152443372629
grok_oggi,Hinduism,over,appaiata,33,0.8970343472743215,0.9823035084008888,0.9097418783741616,0.9962893357021473
grok_oggi,Hinduism,this,appaiata,30,0.9901306553326136,1.029667356040102,0.9877274163286622,1.382862304937521
grok_oggi,Adolf Hitler,vocali,vocali,18236,1.0154479105144862,0.9901522191503233,0.9280120948626132,0.5677257436779236
grok_oggi,Adolf Hitler,spazio,spazio,8533,1.2707043793086834,0.9289474111338087,0.9444149389105441,0.47549116364631483
grok_oggi,Adolf Hitler,e,lettera,5603,1.0426073842659913,0.9528516133352793,0.9342823915223493,0.8592809639197545
grok_oggi,Adolf Hitler,i,lettera,4303,1.0120978926548845,0.9616436533038892,0.935512078905479,0.889003623444984
grok_oggi,Adolf Hitler,a,lettera,3937,1.004786997036862,0.9254276966919459,0.995150451529331,0.8473634787542834
grok_oggi,Adolf Hitler,n,lettera,3812,0.9887965576667813,1.0006003254254692,0.9297922139248872,0.8546803095545931
grok_oggi,Adolf Hitler,t,lettera,3770,0.9779947019823326,1.0022650575629166,0.9904860674179409,0.8623607575032616
grok_oggi,Adolf Hitler,r,lettera,3584,1.13843781849933,0.9076587034025336,0.9578236540188364,0.849223593869258
grok_oggi,Adolf Hitler,s,lettera,3151,1.1136862822396623,1.0235282602119398,0.9951779092251419,0.9495445113348382
grok_oggi,Adolf Hitler,o,lettera,3128,1.147552177691944,1.0394372767401634,1.0018536765428008,0.9332771916723708
grok_oggi,Adolf Hitler,l,lettera,2146,1.1047859791573909,0.9264779894485868,0.9091984235936986,0.9293772676446443
grok_oggi,Adolf Hitler,d,lettera,2075,1.0555885987134412,1.0382798493338585,0.9329904397319447,0.8895006746489479
grok_oggi,Adolf Hitler,h,lettera,1790,1.3130363522563624,0.9756777233388969,1.0271480076753257,1.002585442896276
grok_oggi,Adolf Hitler,c,lettera,1644,1.0267306660589333,0.9924202854610611,0.9134252637073595,0.9554773275593061
grok_oggi,Adolf Hitler,m,lettera,1380,0.9604273170481743,1.0058420783697846,0.9840379230445547,0.9754543825881253
grok_oggi,Adolf Hitler,u,lettera,1265,1.1713686304573627,0.9915367522723056,1.068382205930962,0.977179396034187
grok_oggi,Adolf Hitler,p,lettera,1196,1.0410969669941703,0.9511834409148721,0.9692614207051107,1.0194603725167686
grok_oggi,Adolf Hitler,g,lettera,1118,1.0674908031555257,1.0322842441124152,0.9571537258280753,0.9396926863810803
grok_oggi,Adolf Hitler,f,lettera,935,1.0145735390858,1.0019508989693124,0.9253817577794373,0.9371229253580002
grok_oggi,Adolf Hitler,b,lettera,734,1.175508152010283,0.9311428028887293,1.003899336728558,1.0209253092124184
grok_oggi,Adolf Hitler,y,lettera,691,1.1053063553292433,0.9686000791192976,0.9489303687863364,0.8902366126865483
grok_oggi,Adolf Hitler,the,funzione,390,0.99437628495691,0.953596169717371,0.9448358100274262,0.951797702919747
grok_oggi,Adolf Hitler,and,funzione,333,1.1249586063227532,0.9940602259915243,0.9665223983786922,0.8062352441522784
grok_oggi,Adolf Hitler,to,funzione,202,0.9945384226745998,0.9724672006402769,1.0511787695784667,0.9652899295866623
grok_oggi,Adolf Hitler,in,funzione,175,1.2307119050663373,0.9480165554855747,1.053319348275651,1.2793802064279691
grok_oggi,Adolf Hitler,of,funzione,161,1.0842035159469257,1.0346130443271535,1.06761856776043,1.070509359075319
grok_oggi,Adolf Hitler,on,funzione,117,1.0553324937333517,0.9735795400923912,0.9552991117529226,0.9573258965643416
grok_oggi,Adolf Hitler,hitler,keyword,109,1.2471896925867783,0.999391621815028,1.121583959436012,1.2550395391488176
grok_oggi,Adolf Hitler,german,keyword,46,1.0147084279860052,0.989676622145946,0.9381047198537636,1.053850960732611
grok_oggi,Adolf Hitler,jews,keyword,37,1.5406508147511346,0.9658092072214757,1.4310493701488438,2.057492182518279
grok_oggi,Adolf Hitler,nazi,keyword,36,1.0885094084766975,0.9355353428311152,1.0426286426026923,1.5499008062303792
grok_oggi,Adolf Hitler,like,keyword,28,0.9445572603765784,0.987367324876251,0.9522656752973712,1.2089444295400344
grok_oggi,Adolf Hitler,jewish,keyword,29,1.3393280711733322,1.004488376729672,1.276763365553219,1.7616620066749926
grok_oggi,Adolf Hitler,party,keyword,32,1.186822107352357,0.9843790853934623,1.1257868279094636,1.2021723512391058
grok_oggi,Adolf Hitler,with,appaiata,85,0.9837867108291173,0.8353319404808794,0.9904374478696507,0.9000689498916715
grok_oggi,Adolf Hitler,he,appaiata,37,1.4403551744885368,1.0048607686803062,1.3506568114375508,1.9161910299577989
grok_oggi,Adolf Hitler,or,appaiata,33,1.0316849131702885,1.0666479956793466,1.0292765248908038,1.1119491581919951
grok_oggi,Adolf Hitler,under,appaiata,31,1.0081136406045363,0.9969944118667905,0.9928099832400964,1.18229801580107
grok_oggi,Adolf Hitler,at,appaiata,27,0.9830684265920986,0.9387930636101407,0.9772363457351111,1.063871067978889
grok_oggi,Adolf Hitler,over,appaiata,27,0.9256490331279857,1.0069672376832604,0.9240791812372843,0.7345547205396468
grok_oggi,Adolf Hitler,but,appaiata,24,1.132390978877644,1.0121291791917963,1.0812201016447702,1.1881330037914484
grok_oggi,Rome,vocali,vocali,18568,1.241143205763849,1.0042664527042409,1.0303881008908142,0.5861776598400588
grok_oggi,Rome,spazio,spazio,8545,1.0566258012032959,0.9993673319078621,0.9389516589376643,0.4808219492576199
grok_oggi,Rome,e,lettera,5208,1.1658415501097597,0.9769516304090993,0.9834796444195387,0.8871676570767855
grok_oggi,Rome,i,lettera,4584,1.1949250055448573,0.9053058366304173,1.0172675293494144,0.8697344450216099
grok_oggi,Rome,t,lettera,4172,1.1262435038239178,1.0005953479124587,0.9032537870019702,0.8367215981517752
grok_oggi,Rome,a,lettera,4053,1.1929974203713816,0.9386803887698156,0.9266653916809336,0.8779397326911605
grok_oggi,Rome,n,lettera,3903,1.0768580387642464,0.9444273468330984,0.968809183212131,0.8263881519281557
grok_oggi,Rome,r,lettera,3431,1.0588328791721406,0.9895383267103147,0.9768438336235357,0.8668201826742327
grok_oggi,Rome,o,lettera,3219,1.1988957374445193,0.9822390670792055,0.9017279614256571,0.8988580456851463
grok_oggi,Rome,s,lettera,2967,1.0577123405556292,1.021757490994666,0.9933647273366919,0.9399441584782499
grok_oggi,Rome,l,lettera,2247,0.9936936916380958,0.9615735412248604,0.9737102647803626,0.9615728171881397
grok_oggi,Rome,c,lettera,1941,1.1665743208965365,0.9443584281045297,1.0192822776321042,0.9403429046023608
grok_oggi,Rome,d,lettera,1814,1.136380240680727,0.9935642698584312,0.978178453545692,0.9078757342689875
grok_oggi,Rome,h,lettera,1542,1.0625627655915402,0.9996338075049923,0.9463792031410568,0.9456047162518334
grok_oggi,Rome,u,lettera,1504,1.129054739530709,1.0221406401859678,0.9915880293968202,0.9535304329801283
grok_oggi,Rome,m,lettera,1351,0.9919174359065096,1.0302898752889338,0.9055892938629895,0.9875103346415217
grok_oggi,Rome,p,lettera,1227,1.1281984126217794,0.965337147132994,1.021399829917022,0.9989484126903241
grok_oggi,Rome,g,lettera,1108,1.1395025137363848,1.0302646061750529,1.0006515551144646,0.9596948658298048
grok_oggi,Rome,f,lettera,890,0.8881162528192971,1.0014270422177998,0.9093220340196772,0.9313902989050237
grok_oggi,Rome,y,lettera,761,0.9799097179026592,0.9867875691251135,1.0107628550575682,0.959806025715508
grok_oggi,Rome,b,lettera,693,1.1139126027207842,0.9529599104770154,1.0447480740437571,1.030377272989952
grok_oggi,Rome,the,funzione,495,1.2314664656875485,1.0030568957398194,1.0374306778046682,1.021372569528167
grok_oggi,Rome,and,funzione,331,0.9011098170646905,0.9676697406186193,0.9218446093778682,0.7445629925123486
grok_oggi,Rome,in,funzione,193,1.1068753642857208,1.0383190340129658,1.0529938002239512,1.065867972784411
grok_oggi,Rome,of,funzione,178,1.0714576254544241,1.002809165006723,0.9705384001813785,1.0058029112705626
grok_oggi,Rome,to,funzione,154,1.062161361073155,0.961306640543854,0.9952199844386632,0.9396464158902771
grok_oggi,Rome,by,funzione,110,0.9701279935939475,0.9387426026028788,0.9076023049518472,0.884917949897802
grok_oggi,Rome,rome,keyword,111,0.9799969424926094,0.9918517539726173,0.9586608502787376,0.9016762578495124
grok_oggi,Rome,bc,keyword,53,1.6784292063845658,0.9641263144038522,1.6084631817862702,2.5217679447418466
grok_oggi,Rome,rome's,keyword,44,0.905115813342044,1.0428674396536184,0.9302717903118277,0.8233443208310186
grok_oggi,Rome,century,keyword,41,1.1121492957446073,0.9467714647843873,1.0822545576086642,1.5487125284073737
grok_oggi,Rome,including,keyword,34,0.8798832472346239,0.9620322106385796,0.8735457756413427,0.7920650939091369
grok_oggi,Rome,like,keyword,35,0.9954068030106461,0.9836343091212439,0.9620550874552759,0.9722223033940371
grok_oggi,Rome,city,keyword,59,1.0318372641329412,1.0096595198365657,1.0168923433511166,1.0392312821384986
grok_oggi,Rome,on,appaiata,61,1.0899886219311765,0.9487586827483777,1.1141261267220912,1.310133265903158
grok_oggi,Rome,for,appaiata,48,0.8707361811308918,0.9608217255009907,0.9320122502742075,0.8214614802415728
grok_oggi,Rome,th,appaiata,36,1.0566688548330656,0.9225337811658512,1.0312537507136297,1.5578348514085814
grok_oggi,Rome,over,appaiata,31,0.9576557274000974,1.0444591869734106,0.9910790406392596,0.9169097069004754
grok_oggi,Rome,urban,appaiata,35,0.9844172645237947,1.014871083229016,0.9502744162729435,0.9195761026280386
grok_oggi,Rome,under,appaiata,30,1.0863022180329032,0.9932002464112258,1.0765887131449308,1.4091294308694946
grok_oggi,Rome,city's,appaiata,27,1.0869720746172424,0.922464317096507,1.0265080389367947,0.9909595501878317
letterario,wrnpc_0,vocali,vocali,17869,1.1733455467193974,0.9612938477823606,0.9554083853962071,0.4697010211773586
letterario,wrnpc_0,spazio,spazio,9526,1.1376849385427399,1.0442080976760726,0.9439648697352365,0.5580457122349005
letterario,wrnpc_0,e,lettera,5867,0.9443097134508555,1.0105153579185233,0.9656621150421221,0.8306955977103521
letterario,wrnpc_0,a,lettera,3899,1.0748527824093626,0.9195876316510901,1.0200243039001877,0.8833781556022873
letterario,wrnpc_0,t,lettera,3885,1.1824550866357966,0.9914483651449292,0.992907433532234,0.9303055021690825
letterario,wrnpc_0,i,lettera,3448,1.0714588477538314,0.9300714802719642,0.936480102291206,0.8827577612359159
letterario,wrnpc_0,o,lettera,3426,1.1217056335366153,0.9749158016042977,1.0022163783090732,0.9259985239788382
letterario,wrnpc_0,n,lettera,3414,1.0853515849757707,0.934753516808478,0.9312806925876576,0.8796841788647788
letterario,wrnpc_0,s,lettera,2969,1.1124428161336644,0.979791897078769,0.9753874187637767,0.9638642745787259
letterario,wrnpc_0,h,lettera,2839,0.9635249241538095,0.9566626777855604,0.9901478350667557,0.8777573137277861
letterario,wrnpc_0,r,lettera,2741,0.9670215089440329,0.9885303973537517,1.0608603660670273,0.9112673601023228
letterario,wrnpc_0,d,lettera,2070,0.9447637595636533,0.9446532029242606,0.9376623797382021,0.9154904181644054
letterario,wrnpc_0,l,lettera,1929,1.2035162806120991,1.0084607781520365,1.0491431705530359,1.0625944627313786
letterario,wrnpc_0,u,lettera,1229,1.0308474846224627,1.0301932727598355,1.0021610541452606,0.9412785814604767
letterario,wrnpc_0,m,lettera,1127,1.0881428721838913,1.033019498355402,1.0534531467842492,1.0178833285327546
letterario,wrnpc_0,c,lettera,1124,1.0355334886573908,0.9559960653112629,0.9408768466418245,0.9049703224631465
letterario,wrnpc_0,w,lettera,1080,1.1206517399641363,0.9914638220704339,0.9724832810841609,0.9472040737328968
letterario,wrnpc_0,p,lettera,1038,1.191189202867292,1.000785175842153,0.861690402171602,0.991864334564255
letterario,wrnpc_0,y,lettera,975,1.1863803206873949,0.9934185940900306,1.0222068654174283,1.0511962248242113
letterario,wrnpc_0,g,lettera,964,1.05836890802053,1.0070719796703154,0.9571062420006918,0.9808893242696862
letterario,wrnpc_0,f,lettera,846,1.0538379491022973,0.9638891377389197,1.0965952786987185,1.1221610690626707
letterario,wrnpc_0,the,funzione,512,1.2956941157221598,0.9298364078301188,1.0130005012079895,1.004290810589014
letterario,wrnpc_0,and,funzione,361,1.1029670420507895,1.0062512710654834,0.98579974006852,0.8804118630254992
letterario,wrnpc_0,to,funzione,351,1.089655187120619,1.029651670146288,0.9686112250806067,1.027578546292371
letterario,wrnpc_0,of,funzione,224,1.1162436021905626,0.9353281346700486,1.1068588838988627,1.0448202626643488
letterario,wrnpc_0,he,funzione,184,1.1406987205036416,1.0662362621796941,1.059293971097324,1.2917116553351484
letterario,wrnpc_0,his,funzione,160,1.1661774595756942,0.9612422834636045,1.1148741577515342,1.2129764110164054
letterario,wrnpc_0,prince,keyword,102,1.2348152240047787,0.9465191971749402,1.1779338223338602,1.2496295326747449
letterario,wrnpc_0,pierre,keyword,80,1.275966310655852,1.0484795557186442,1.2722887202230053,1.8027845495980654
letterario,wrnpc_0,anna,keyword,63,1.2057057576930934,0.9842737948674866,1.1544508581732273,1.4316920068924879
letterario,wrnpc_0,pávlovna,keyword,61,1.2255470962204922,1.0107558148279658,1.1641358378500788,1.452105837497308
letterario,wrnpc_0,princess,keyword,51,1.212662550585576,1.054325275560627,1.17820491622534,1.1067464116484496
letterario,wrnpc_0,andrew,keyword,56,1.359263594554595,0.8926578665293708,1.2961630772070325,1.3444173053768036
letterario,wrnpc_0,vicomte,keyword,41,1.448991316643554,0.8980346862621938,1.3268298244921943,1.3731572824211964
letterario,wrnpc_0,said,appaiata,99,0.897667797831474,0.9700192537197544,0.8453116150889795,0.7953050087874375
